movieId,title,genres,tmdbId,director,top_3_cast,overview,poster_path
8261,3 Women (Three Women) (1977),Drama,41662.0,Robert Altman,Shelley Duvall|Sissy Spacek|Janice Rule,"L'histoire de trois femmes, Pinky, Millie et Willie dont les destins vides et representatifs de l'univers feminin americain vont se croiser.",https://image.tmdb.org/t/p/w500/mi7l74NCDQt1VHkNtUKWdOZYzW5.jpg
8264,Grey Gardens (1975),Documentary,17346.0,Muffie Meyer,Edith Bouvier Beale|Edith Ewing Bouvier Beale|Brooks Hyers,"Film culte sur la relation obsessionnelle de deux personnes excentriques, Edith Bouvier Beale et sa fille, retirées du monde dans une maison à l'abandon sur Long Island.",https://image.tmdb.org/t/p/w500/o7GR1vT04lxqIu2Tj5NkIlZJx8e.jpg
8266,Purple Rain (1984),Drama|Musical,13763.0,Albert Magnoli,Prince|Apollonia Kotero|Morris Day,"Intransigeant et mégalomane, le ""Kid"", musicien de génie, se cloître dans un isolement protecteur. Le leader d'un groupe funk, Morris Day, lui dispute une notoriété grandissante et le cœur de la belle et mystérieuse Apollonia. Les personnages de ce film interprètent pratiquement tous leur propre rôle, à commencer par Prince, la star des années 80.",https://image.tmdb.org/t/p/w500/9Sqomx8pfr6aAkyKZf1d5h7ghID.jpg
8268,Point of No Return (1993),Action|Thriller,10498.0,John Badham,Bridget Fonda|Gabriel Byrne|Dermot Mulroney,"Un groupe de jeunes délinquants pille une pharmacie pour se procurer de la drogue. Les forces de l'ordre interviennent et les tuent tous, à l'exception de Maggie. Ayant tué un policier, elle est condamnée à mort par injection, mais se réveille après l'exécution qui n'était qu'un simulacre pour la rayer de l'état civil. Elle va être entraînée pour devenir une tueuse à la solde du gouvernement ...",https://image.tmdb.org/t/p/w500/76zpgC7TELqTz0HyX2rTAW20ZZg.jpg
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance,11796.0,Patrice Leconte,Jean Rochefort|Anna Galiena|Roland Bertin,"Le rêve d'Antoine, petit garçon amoureux, est d'épouser une coiffeuse. Il va donc chez le coiffeur aussi souvent que possible. Un jour, par hasard, il découvre la coiffeuse de ses rêves dans un petit salon de coiffure de province...",https://image.tmdb.org/t/p/w500/fr5i4UNEAITMHTrPI4Tt8ZQ9lbs.jpg
8275,College (1927),Comedy,34847.0,James W. Horne,Buster Keaton|Anne Cornwall|Flora Bramley,"Un etudiant brillant doit se mettre au sport et a la competition s'il veut conquerir celle qu'il aime, qui lui prefere un rival plus muscle.",https://image.tmdb.org/t/p/w500/uhhZqGsNpkJJJov9lkJm6oIn4PS.jpg
8290,Mitchell (1975),Action|Crime,32303.0,Andrew V. McLaglen,Joe Don Baker|Martin Balsam|John Saxon,"Un détective véreux, incompétents essaie de prendre simultanément sur les concessionnaires d'héroïne et une socialite qui a tué un cambrioleur.",https://image.tmdb.org/t/p/w500/14Afu2In8RPbdhTacNJl5kRechp.jpg
8293,Used People (1992),Comedy|Drama,41779.0,Beeban Kidron,Shirley MacLaine|Marcello Mastroianni|Bob Dishy,"Queens, New York, 1969. Le jour où elle enterre Jack après 37 ans de mariage, Pearl se rend compte qu'elle a consacré sa vie à être une mère et une épouse modèle. Ses filles sont en crise : Bibby est boulimique et incapable de s'assumer, Norma est obsédée par la mort de son premier bébé et ignore son fils. C'est alors qu'entre dans sa vie un certain Joe Meledandri, qui affirme avoir été un intime de Jack, et qui se dit amoureux de Pearl. Il prend celle-ci sous son aile et la vie de tous commence à changer...",https://image.tmdb.org/t/p/w500/eRMf2zYV46rM9DB5S54PGTPGi55.jpg
8302,"Front Page, The (1931)",Comedy|Drama|Romance,42814.0,Lewis Milestone,Adolphe Menjou|Pat O'Brien|Mary Brian,"Hildy Johnson est une journaliste d'investigation à la recherche d'un salaire plus important. Lorsqu'un meurtrier accusé s'échappe de la garde à vue, Hildy voit une opportunité pour l'histoire de sa vie. Mais quand il trouve le criminel, il apprend que l'homme n'est peut-être pas coupable. Avec l'aide de son éditeur, Hildy tente de cacher le condamné, de découvrir le complot et d'écrire le scoop de sa carrière.",https://image.tmdb.org/t/p/w500/AgNZbG16rltXrduRPpaTiaX156v.jpg
8327,Dolls (2002),Drama|Romance,870.0,Takeshi Kitano,菅野美穂|Hidetoshi Nishijima|三橋達也,"Dolls regroupe trois histoires d'amour inspirées d'un spectacle de poupées du théâtre Bunraku.Dans la première, Matsumoto et Sawako forment un couple heureux, mais les pressions exercées par leurs deux familles vont les forcer à faire un choix tragique.Dans la deuxième, Hiro, un chef yakuza, retourne dans un parc où il avait l'habitude de voir sa petite amie, et se souvient... Trente ans plus tôt, il était un pauvre ouvrier et s'est retrouvé forcé de se séparer de la jeune fille pour intégrer le milieu du crime.Dans la troisième, Haruna, dont le visage est recouvert de bandages, passe le plus clair de son temps à regarder la mer. Peu de temps auparavant, elle était une star de la musique, habituée à signer des autographes et à se montrer à la télévision. Nukui est sans aucun doute son plus grand fan et aujourd'hui, il compte bien le lui prouver.",https://image.tmdb.org/t/p/w500/kw8FqPXeuryjZONqz0eaqu8CCHg.jpg
8331,"Man Who Came to Dinner, The (1942)",Comedy,26319.0,William Keighley,Bette Davis|Ann Sheridan|Monty Woolley,"Sheridan Whiteside, un conférencier excentrique et populaire, retourne dans sa région natale afin d'y recevoir une récompense. Invité, en compagnie de sa secrétaire, chez un riche propriétaire local, il est forcé d'y séjourner à cause d'une jambe cassée.",https://image.tmdb.org/t/p/w500/3k6KVD9RKADkfFzHLE4ho9yWumO.jpg
8335,Make Way for Tomorrow (1937),Drama,41059.0,Leo McCarey,Victor Moore|Beulah Bondi|Fay Bainter,"Un vieux couple, Lucy et Barkley Cooper, réunissent leurs enfants pour leur annoncer qu'ils risquent de perdre leur maison s'ils ne trouvent pas rapidement une somme relativement importante. Chacun des enfants a une bonne raison d'échapper à cette facture. Il est finalement décide que Lucy ira habiter chez Georges, et Barkley chez Cora jusqu'a ce que Nellie ait un appartement assez grand pour les héberger ensemble. La cohabitation s'avère vite difficile.",https://image.tmdb.org/t/p/w500/u9RbU2S3NFUM5VlyFnZ3cAhuH0d.jpg
8336,"Major and the Minor, The (1942)",Comedy|Romance,39871.0,Billy Wilder,Ginger Rogers|Ray Milland|Rita Johnson,"Susan Applegate, dégoûtée par la vie new-yorkaise, décide de retourner dans l’Iowa. Cependant ses économies ne lui permettent pas de payer la totalité de son voyage. Aussi se déguise-t-elle en fillette pour bénéficier d'un billet demi-tarif.",https://image.tmdb.org/t/p/w500/e6ZWWdyWkqiMq8g6KmXibtmSiVK.jpg
8337,"Caine Mutiny, The (1954)",Drama|War,10178.0,Edward Dmytryk,Humphrey Bogart|Robert Francis|Van Johnson,Le commandant Queeg est le capitaine du dragueur de mine « Le Caine ». Il est relevé de son commandement contre son gré durant un violent typhon. Il décide alors de faire juger ses officiers pour mutinerie...,https://image.tmdb.org/t/p/w500/1Chqn3tjXC9k6wRKALywS3ixNAz.jpg
8338,Black Narcissus (1947),Drama,16391.0,Emeric Pressburger,Deborah Kerr|Sabu|David Farrar,"Sur les contreforts de l’Himalaya, une congrégation de nonnes s’établit dans un ancien harem avec l’intention de transformer le lieu en dispensaire. Dean, un agent anglais, est chargé de les aider à construire l’école qui servira à éduquer les enfants de la région, mais il se heurte rapidement à la sœur Clodagh qui trouve ses manières incorrectes. Au sein de la communauté, la solitude pèse de plus en plus sur les cœurs, et les tensions s’exacerbent…",https://image.tmdb.org/t/p/w500/8WcePSwkyU3Q2fhGNspvreddwuL.jpg
8340,Escape from Alcatraz (1979),Drama|Thriller,10734.0,Don Siegel,Clint Eastwood|Patrick McGoohan|Roberts Blossom,"En 29 ans, le pénitencier fédéral d’Alcatraz, construit sur un piton rocheux face à la côte, dite forteresse impénétrable, n’a été forcé qu’une seule fois, par trois hommes qui n'ont plus jamais fait parler d'eux. Frank Morris, l’astucieux voleur de banques, évadé de plusieurs prisons, en 1960, il est écroué et transféré à Alcatraz. Avec deux autres complices, il mettre au point cette évasion élaborée dans ses moindres détails.",https://image.tmdb.org/t/p/w500/ifdjQWvuV3zGcsfzzL1devCfWTy.jpg
8341,Oliver Twist (1948),Adventure|Crime|Drama,10949.0,David Lean,John Howard Davies|Robert Newton|Alec Guinness,"Oliver Twist, dont la mère est morte en le mettant au monde, est confié à un orphelinat à la discipline draconienne. Placé en apprentissage, il est maltraité et décide de s'enfuir à Londres. Il tombe sous la coupe du redoutable Fagin, qui dirige une bande d'enfants voleurs et vit à leurs dépens...",https://image.tmdb.org/t/p/w500/oteo8zV5mbaQFe9VNrFNzLWKNzy.jpg
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,809.0,Conrad Vernon,Mike Myers|Eddie Murphy|Cameron Diaz,"Devenus de jeunes mariés, Shrek et Fiona rentrent de leur heureuse lune de miel. Ils sont invités par les parents de Fiona à venir dîner dans leur royaume, à Far Far Away. Mais ils ne se doutent pas que leur fille est devenue une ravissante ogresse… Ce mariage met par ailleurs en péril l’avenir et les projets les plus secrets du Roi…",https://image.tmdb.org/t/p/w500/2e8hcPLaWjLXdQLgdi5otr4Jj9L.jpg
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,435.0,Roland Emmerich,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum,"Le climatologue Jack Hall avait prédit l’arrivée d’un autre âge de glace, mais n’avait jamais pensé que cela se produirait de son vivant. Un changement climatique imprévu et violent à l’échelle mondiale entraîne à travers toute la planète de gigantesques ravages : inondations, grêle, tornades et températures d’une magnitude inédite. Jack a peu de temps pour convaincre le président des États-Unis d’évacuer le pays pour sauver des millions de personnes en danger, dont son fils Sam bloqué à New York par -70°C...",https://image.tmdb.org/t/p/w500/mc1HeUEkBEFBvogZlxpBtbe38lK.jpg
8362,Raising Helen (2004),Comedy|Drama|Romance,4599.0,Garry Marshall,Kate Hudson|John Corbett|Joan Cusack,"Helen est un mannequin à succès qui savoure la vie dont elle a toujours rêvée : courir les défilés le jour et faire la fête dans les boites les plus branchées la nuit. Mais sa vie délurée va être bouleversée : sa soeur décède et Hélène se retrouve avec la charge de trois enfants de 15, 10 et... 5 ans !Pour Audrey, Henry et Sarah, Helen était la tante la plus cool de la ville. Mais comment élever trois enfants ? Comment sortir jusqu'à 3 heures du matin et amener les enfants à l'école ? Débordée par ses nouvelles responsabilités, Helen trouve conseil auprès de Dan, le jeune professeur de Sarah. L'attirance réciproque prend vite le pas sur les conseils pratiques. Mais submergée par trois filles, est-ce vraiment le bon moment pour tomber amoureuse ?",https://image.tmdb.org/t/p/w500/5i2ZF1A1DRoIUTQzkypreoOvhD0.jpg
8363,Soul Plane (2004),Comedy,12657.0,Jessy Terrero,Kevin Hart|Tom Arnold|Method Man,"Dédommagé de plus de cent millions de dollars par une compagnie, Nashawn Wade décide d'investir et créer sa propre ligne aérienne. L'unique avion qu'il met en service se compose d'une piste de danse, avec musique rap et hôtesses sexy. Tout est prévu pour satisfaire une clientèle exclusivement noire à la recherche de sensations et de démesure pour un voyage qui s'annonce plus que mouvementé !",https://image.tmdb.org/t/p/w500/9cvSNOAGyXqdfbhksgN1WbMdQOA.jpg
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,28219.0,Mario Van Peebles,Mario Van Peebles|Joy Bryant|Khleo Thomas,"Le réalisateur Mario Van Peebles raconte la production compliquée du film classique de 1971 de son père Melvin, ""Sweet Sweetback's Baadasssss Song"". Jouant son père dans le film, Van Peebles offre un récit sans vergogne de la conduite impétueuse et parfois trompeuse de Melvin sur le tournage du film, y compris des bouffonneries douteuses comme écrire des chèques sans provision, tromper un service d'incendie local et permettre à son fils, Mario, de tirer sur des films racés. scènes de sexe à l'âge de 11 ans.",https://image.tmdb.org/t/p/w500/mMFWMlNMFPSPDbYvKpBH7baDzjp.jpg
8366,Saved! (2004),Comedy|Drama,13193.0,Brian Dannelly,Jena Malone|Mandy Moore|Macaulay Culkin,"Fréquentant un lycée de chrétiens ""born again"", Mary et Hillary sont les reines de l'école. Ferventes chrétiennes, elles militent contre l'avortement, prient pour tout et pour rien et vivent les évangiles pleinement. Alors que Mary vient d'apprendre que son petit ami est homosexuel, elle voit Jésus lui demander de régler ce problème. Elle offre sa virginité à son ami mais n'est pas récompensée : il est toujours homosexuel, ses parents l'envoient effectuer une retraite qui doit le « guérir ». Mary, elle, est tombée enceinte.",https://image.tmdb.org/t/p/w500/nmf2tFTcRJZVEQ9e3mgLH5gAQYs.jpg
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,673.0,Alfonso Cuarón,Daniel Radcliffe|Rupert Grint|Emma Watson,"Sirius Black, un dangereux sorcier criminel, s’échappe de la sombre prison d’Azkaban avec un seul et unique but : retrouver Harry Potter, en troisième année à l’école de Poudlard. Selon la légende, Black aurait jadis livré les parents du jeune sorcier à leur assassin, Lord Voldemort, et serait maintenant déterminé à tuer Harry…",https://image.tmdb.org/t/p/w500/t4P2079IyK19njHDP2GwQrKdvzd.jpg
8369,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,16617.0,Renny Harlin,Kathryn Morris|Jonny Lee Miller|LL Cool J,"Sept jeunes agents parmi les plus prometteurs du FBI n'ont plus qu'un ultime test à passer pour devenir des profileurs psychologiques. Jake Harris, chargé de leur entraînement, n'est pas un agent comme les autres. La dernière épreuve qu'il leur a concocté va se révéler plus vraie que nature, au risque de leur coûter la vie...Isolés sur une île, coupés du monde, les jeunes agents vont rapidement découvrir qu'un véritable serial killer se cache parmi eux.",https://image.tmdb.org/t/p/w500/oukjhnf2sdHTldgy3xIS5t51kxb.jpg
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,246.0,Takeshi Kitano,Takeshi Kitano|Tadanobu Asano|Michiyo Okusu,"Au Japon, au XIXe siècle, Zatoichi est un voyageur aveugle gagnant sa vie comme joueur professionnel et masseur. Mais derrière son humble apparence, il est un redoutable combattant, rapide comme l'éclair et dont les coups s'avèrent d'une stupéfiante précision. Alors qu'il traverse la montagne, il découvre une petite ville entièrement sous la coupe d'un gang. Son chef, Ginzo, se débarrasse de tous ceux qui osent se dresser sur son chemin, d'autant plus efficacement qu'il a engagé un redoutable samouraï ronin, Hattori. Dans un tripot, Zatoichi rencontre deux geishas, aussi dangereuses que belles. Okinu et sa sœur Osei vont de ville en ville à la recherche du meurtrier de leurs parents. Elles possèdent pour seul indice un nom mystérieux : Kuchinawa. Dès que les hommes de main de Ginzo croisent Zatoichi, l'affrontement est inévitable et sa légendaire canne-épée rentre en action.",https://image.tmdb.org/t/p/w500/eYq0CnAuR4L6slAcJG8VrUed4wf.jpg
8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,2789.0,David Twohy,Vin Diesel|Colm Feore|Thandiwe Newton,"Une lourde menace pèse sur l’univers. Planète après planète, les féroces Necromongers étendent leur empire, ne laissant aux populations conquises qu’une alternative : se convertir ou mourir. Et c’est ainsi que le plus improbable sauveur de la galaxie est tiré de son exil et appelé à la rescousse…",https://image.tmdb.org/t/p/w500/5UqOPbrCuxjU9AJ6vwhTnQcv8gS.jpg
8372,Garfield: The Movie (2004),Animation|Children|Comedy,8920.0,Peter Hewitt,Bill Murray|Breckin Meyer|Jennifer Love Hewitt,"Garfield, chat paresseux, va devoir partager sa vie avec un nouveau locataire, Odie le chien de la vétérinaire dont son maître Jon est amoureux. D'abord excédé, il finit par l'accepter et devient même responsable, mais Garfield va jeter Odie dehors.Le chien va être capturé par un homme mal intentionné voulant faire des expériences sur lui, mais Garfield va mettre rapidement le holà sur cet homme pour sauver Odie...",https://image.tmdb.org/t/p/w500/yBGNagwyJVGVFD9V7Kh0S1HkspC.jpg
8373,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,9890.0,Frank Oz,Nicole Kidman|Matthew Broderick|Bette Midler,"Après avoir emménagé avec sa famille dans la banlieue de Stepford, dans le Connecticut, l'ancienne cadre d'une société de télévision new-yorkaise, Joanna Eberhart, commence à se rendre compte que la ville de Stepford est un peu trop parfaite.",https://image.tmdb.org/t/p/w500/uOynpTPEiNjtzeNhY6QKuqj3ItE.jpg
8375,"Hunting of the President, The (2004)",Documentary,26254.0,Harry Thomason,Morgan Freeman|James Carville|Paul Begala,,https://image.tmdb.org/t/p/w500/2BcSbP8gjmCsCnugxPAM7dAmhUd.jpg
8376,Napoleon Dynamite (2004),Comedy,8193.0,Jared Hess,Jon Heder|Efren Ramirez|Tina Majorino,"Napoleon Dynamite est un nerd de premier ordre, tendance no-life. Associal, désagréable et menteur, Napoleon entraîne (malgré lui) dans ses aventures l'oncle Rico, son frère Kip, son ami mexicain Pedro, et la timide et touchante Deb, secrètement amoureuse de lui... Par hasard plus que par conviction, Napoleon va tenter de faire élire Pedro délégué des élèves : il utilise pour cela toutes ses aptitudes, dont son talent inné pour dessiner les guerriers médievaux...",https://image.tmdb.org/t/p/w500/6Iv6Uwa2SBLN0dSGM00rdrwN4MJ.jpg
8378,"Doctor, The (1991)",Drama,26142.0,Randa Haines,William Hurt|Christine Lahti|Elizabeth Perkins,"Jack McKee est un docteur à qui tout réussi. Mais lorsqu'on lui annonce qu'il a un cancer de la gorge, sa perception du monde médical en tant que patient lui fait prendre conscience que son métier devrait impliquer plus de choses…",https://image.tmdb.org/t/p/w500/tt12YYZk3HVAJon1Bl4FgFMb94.jpg
8379,"Dresser, The (1983)",Drama,42122.0,Peter Yates,Albert Finney|Tom Courtenay|Edward Fox,,https://image.tmdb.org/t/p/w500/kPIeNAwdN2Ds77Bf7bfZAmDrzoh.jpg
8380,Father Hood (1993),Comedy,65137.0,Darrell James Roodt,Patrick Swayze|Halle Berry|Sabrina Lloyd,"Un petit voyou, qui s'était vu retirer la garde de ses enfants après la mort de son épouse, voit débarquer chez lui sa progéniture, alors qu'il était en pleine préparation d'un gros coup...",https://image.tmdb.org/t/p/w500/hlEOPfKd6TAroHiVCeyyb31Q7o6.jpg
8382,Hello Again (1987),Comedy,35151.0,Frank Perry,Shelley Long|Judith Ivey|Gabriel Byrne,"Lucy Chadman vit heureuse dans son rôle d'épouse, de mère et de femme au foyer. Affectueuse, intelligente et drôle, elle adore son mari, Jason, un chirurgien esthétique promis à un brillant avenir. Mais est-elle vraiment l'épouse qui convient à ses ambitions ? Elle est d'une incurable maladresse, et sa sœur, Zelda, passionnée d'occultisme et excentrique à souhait, fait fuir toute la bonne société new-yorkaise susceptible d'aider Jason dans sa carrière. Un jour, Lucy s'étouffe en avalant une boulette de viande, et trépasse. Les mois s'écoulent. La vie reprend son cours, et Jason s'est remarié avec Kim, une ancienne amie de Lucy. Seule Zelda reste inconsolable et décide de ramener Lucy d'entre les morts à la grande surprise de Jason et de son entourage...",https://image.tmdb.org/t/p/w500/qELoaBIlcO2zPjC6Z5U8qAtogKm.jpg
8383,Hope Springs (2003),Comedy|Romance,21544.0,Mark Herman,Colin Firth|Heather Graham|Minnie Driver,"Vera, une intrigante jeune femme, rompt avec son fiancé, un artiste, en le conviant à son mariage avec un autre homme. Marqué par cette rupture sentimentale, l'ex-fiancé part s'installer dans un hôtel de New Cardiff pour reprendre goût à la vie de célibataire. C'est à ce moment-là qu'il fait la connaissance et tombe amoureux d'une belle demoiselle de la région. Mais Vera tentera de retrouver le jeune homme pour lui expliquer qu'il s'agissait d'une plaisanterie.",https://image.tmdb.org/t/p/w500/wWRh4buz7yp7CinH7jGVvFkgUdN.jpg
8385,Lover Come Back (1961),Comedy|Romance,40894.0,Delbert Mann,Rock Hudson|Doris Day|Tony Randall,"Une jeune femme prude et un jeune homme dévergondé travaillent dans deux agences de publicité concurrentes de New-York. Le jeune homme, joyeux fêtard sans scrupules, se heurte à la jeune femme qui, de prime abord, le déteste, et tombe naïvement dans chacun des pièges qu'il lui tend – notamment à l'occasion du lancement d'un mystérieux produit-miracle, le « Vip ». Finiront-ils par se réconcilier ?",https://image.tmdb.org/t/p/w500/zT7S2rrgACz1NeuwYFDcf1Gn1rC.jpg
8387,Police Academy: Mission to Moscow (1994),Comedy|Crime,11546.0,Alan Metter,George Gaynes|Michael Winslow|David Graf,Les flics les plus gaffeurs du monde sont à Moscou ! Leur mission : aider les Russes à éliminer un redoutable parrain de la mafia. Et c’est le début d’une avalanche de catastrophes qui vont faire trembler le Kremlin sur ses bases…,https://image.tmdb.org/t/p/w500/3dtpgvxr9BCELyUac3ot0BgzSM.jpg
8391,Big Wednesday (1978),Comedy|Drama,18387.0,John Milius,Jan-Michael Vincent|William Katt|Gary Busey,"Matt, Jack et Leroy, trois amis d'enfance, se retrouvent pour évoquer le temps révolu de leur jeunesse. Dans les années 60, la passion du surf les avait consacrés champions de ce sport...",https://image.tmdb.org/t/p/w500/kIZENZYCmrnfxfxdHIqJ50STS1Z.jpg
8402,Book of Love (1990),Comedy|Romance,52560.0,Robert Shaye,Michael McKean|Chris Young|Josie Bissett,"Jack apprend en meme temps que son divorce est prononce et que l'un de ses ex-flirts est en ville. En cherchant de qui il peut bien s'agir, il plonge dans ses souvenirs, a l'epoque des annees cinquante. Il se souvient du lycee, des sorties, du sport, et surtout des filles, avec lesquelles il eprouvait bien du mal a se retrouver en tete a tete...",https://image.tmdb.org/t/p/w500/yDNZ9F7RzJEP3LjNEsxK8vPsbtF.jpg
8405,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror,18333.0,Ingmar Bergman,Max von Sydow|Liv Ullmann|Gertrud Fridh,"Johan Borg, un peintre célèbre, s'est retiré dans une île de Baltrüm avec sa femme Alma. Celui-ci disparaît alors que sa femme attend un enfant. Elle raconte leur histoire. Alma et Johan étaient mariés depuis sept ans. Un jour, lle trouve son journal secret et le lit. Elle découvre alors la cause des angoisses de son mari…",https://image.tmdb.org/t/p/w500/uXXngWZCZQN8PDwKTX2GnCfc4VN.jpg
8410,Suddenly (1954),Crime|Drama|Film-Noir,18398.0,Lewis Allen,Frank Sinatra|Sterling Hayden|James Gleason,"À la fin des années 1940, dans la petite ville américaine de Suddenly, le shérif Tod Shaw apprend qu'un train spécial doit s'y arrêter dans quelques heures, avec à son bord le président des États-Unis. Peu après, arrive une équipe des services secrets, menée par Dan Carney, afin de sécuriser le secteur, en collaboration avec la police locale. Ainsi, Carney et Shaw vont jusqu'à une maison surplombant la gare, habitée par Peter 'Pop' Benson (retraité des services secrets et ancien chef de Carney), sa belle-fille Ellen (veuve du fils de Pop — tué à la guerre —, courtisée par Shaw) et son petit-fils 'Pidge'. Ils sont alors confrontés à John Baron et ses deux adjoints (Benny et Bart), qui s'étaient présentés là peu auparavant, comme des agents du F.B.I., mais qui abattent aussitôt Carney et blessent au bras Shaw. Leur but réel étant de tuer le président à sa descente du train, ils s'installent minutieusement et prennent en otage la maisonnée...",https://image.tmdb.org/t/p/w500/jeWnGtJbLrFLs7Tg1TUXdmJfSe6.jpg
8424,"Divorcee, The (1930)",Drama|Romance,80708.0,Robert Z. Leonard,Norma Shearer|Chester Morris|Conrad Nagel,"Lorsqu'une femme découvre que son mari a été infidèle, elle décide de faire de même.",https://image.tmdb.org/t/p/w500/zzu6IW9ilkUt6L4DL9SoNnwtAfy.jpg
8425,Meet the Applegates (1991),Comedy,76516.0,Michael Lehmann,Ed Begley Jr.|Stockard Channing|Dabney Coleman,,https://image.tmdb.org/t/p/w500/j79gY4zUgtpcDNpYh8esIer2aWS.jpg
8426,Robot Carnival (Roboto kânibauru) (1987),Animation|Comedy|Drama|Fantasy|Sci-Fi,33441.0,福島敦子,滝沢久美子|三輪勝恵|横山智佐,"Le début se déroule dans le désert. En trouvant une affiche annonçant l’arrivée imminente de Robot Carnival, un garçon semble soudain effrayé et en proie à une grande agitation. Il court avertir son village pour s’enfuir, quand une lourde machine grouillante de robots apparaît et c'est une gigantesque forteresse mobile, se dirigeant droit sur les habitations. Autrefois une magnifique fête foraine, ce n’est plus aujourd’hui qu’un engin de destruction endommagé, rouillé et déglingué.",https://image.tmdb.org/t/p/w500/e4z0FdxEf0oPeAVsXN9xcr8eLzI.jpg
8427,Americathon (1979),Comedy|Sci-Fi,47819.0,Neal Israel,John Ritter|Harvey Korman|Fred Willard,,https://image.tmdb.org/t/p/w500/1GlEFedxZecTLRkl0Naesikn4KR.jpg
8446,Sands of Iwo Jima (1949),Action|Drama|Romance|War,18712.0,Allan Dwan,John Wayne|John Agar|Adele Mara,"Le sergent John Stryker entraîne durement ses marines avant le départ pour la Guerre du Pacifique. Mais lorsque la bataille d'Iwo Jima s'engage, ses hommes comprennent le sens de son apprentissage.",https://image.tmdb.org/t/p/w500/3gX4zTYnyHa1aKSIa8StaZLiNB9.jpg
8447,This Island Earth (1955),Sci-Fi,831.0,Joseph M. Newman,Rex Reason|Faith Domergue|Jeff Morrow,"Lorsque le scientifique Charles Meacham, spécialisé en transmutation, reçoit d'étranges condensateurs miniaturisés et un guide de montage, sa curiosité le pousse à suivre les instructions. Il construit un ""interociteur"", appareil de vidéotransmission sophistiqué. Le professeur Exeter y apparait, l'invitant à venir travailler sur un projet spécial. Il ne se doute pas que cet étrange personnage vient de la planète Métaluna, en guerre contre les Zahgons…",https://image.tmdb.org/t/p/w500/eKVTZqBSNnoG0KBz3vhLNXQ2iT9.jpg
8450,Anthony Adverse (1936),Adventure|Romance,37658.0,Mervyn LeRoy,Fredric March|Olivia de Havilland|Donald Woods,"En Italie, vers la fin du XVIIIe siècle, Denis Moore, un jeune officier, devient l'amant de Maria Bonnyfeather, femme de Don Luis. Ce dernier tue son rival en duel et sa femme meurt en donnant naissance à un enfant, né de l'union des deux amants. Cet enfant, abandonné par Don Luis à la porte d'un couvent et élevé là, sera nommé Anthony Adverse et connaîtra bien des aventures. Au service de John Bonnyfeather, son grand-père maternel, armateur de navires à Livourne, il tombera amoureux d'Angela Guisseppi, partira en mer et, avide de richesse, deviendra trafiquant d'esclaves à Cuba, où l'assassinat d'un moine missionnaire provoquera sa rédemption. Puis, débarqué en France, il retrouvera son ancien amour, Angela, découvrira qu'elle a un fils, dont il est le père, et qu'elle est devenue une cantatrice célébrée et la maîtresse de Napoléon Bonaparte. Il repartira alors en mer, emmenant avec lui son fils.",https://image.tmdb.org/t/p/w500/9SPjkq5z86t80Q7XBw8AG2si2vQ.jpg
8451,Blackboard Jungle (1955),Drama,26516.0,Richard Brooks,Glenn Ford|Anne Francis|Louis Calhern,"Richard Dadier, un jeune professeur d'anglais, obtient un poste dans une école d'un quartier défavorisé de New York. Il doit, à sa grande surprise, affronter une classe très dure, qui se désintéresse totalement de son enseignement. Ni la patience, ni l'autorité, qu'il est bientôt obligé d'exercer avec ses poings, ne viennent à bout de la fureur de ces adolescents d'origines et de milieux très différents. Un jour, Dadier se porte au secours d'une de ses collègues, la belle Lois Hammond, victime d'une tentative de viol. A la suite de cet incident, Anne, l'épouse du professeur, ne tarde pas à recevoir des lettres anonymes accusant Dadier d'avoir une liaison avec Lois…",https://image.tmdb.org/t/p/w500/b7fJALSoTCSTmrjVTh0SF6Yi6pa.jpg
8454,Luna Papa (1999),Comedy|Drama|Fantasy,10573.0,Bakhtyar Khudojnazarov,Moritz Bleibtreu|Tchoulpan Khamatova|Ато Мухамеджанов,"Dans un village tadjik vit une drole de famille: le pere est veuf et il eleve seul ses deux enfants. Si le fils reste traumatise a jamais par la guerre d'Afghanistan, la fille reve quant a elle de devenir actrice.",https://image.tmdb.org/t/p/w500/etGkeFDpxz4z4NMiicxvZVL1wCq.jpg
